69;0;0
65;1;83
65;1;85
64;1;87
64;1;88
64;1;90
64;2;92
63;2;92
63;2;93
62;2;95
62;2;98
61;2;98
61;2;99
61;2;100
60;2;102
59;2;105
59;3;106
59;3;107
58;3;108
58;3;109
57;3;110
56;3;113
56;3;113
56;3;114
55;3;115
55;3;116
54;3;117
54;3;119
54;3;120
51;4;124
51;4;126
50;4;126
49;4;127
49;4;130
49;4;130
46;4;134
46;4;135
45;4;137
42;5;142
42;5;143
41;5;146
40;5;146
40;5;147
39;5;148
39;5;153
37;5;153
35;5;157
34;5;157
32;6;162
31;6;163
30;6;164
30;6;168
28;6;168
28;6;170
27;6;171
26;6;177
23;6;177
22;6;180
21;6;180
21;6;180
18;7;186
14;7;193
12;7;197
12;7;198
11;7;200
11;7;201
8;8;208
7;8;212
7;8;212
6;8;214
6;8;214
6;8;220
4;8;220
4;8;224
2;8;230
2;9;235
2;9;236
1;9;240
1;9;248
1;9;249
1;9;269
1;9;308
0;9;313
0;9;318
0;10;323
0;10;324
0;10;326
0;11;330
0;11;331
0;12;334
0;13;341
0;13;343
0;16;350
0;16;352
0;20;360
0;20;364
1;22;364
1;24;368
2;28;374
2;30;377
3;36;386
5;44;394
6;47;397
7;51;401
10;59;408
13;67;414
13;69;416
16;77;422
19;87;431
20;89;432
20;91;433
23;98;441
26;110;454
27;112;454
29;124;464
30;131;475
30;132;476
30;138;484
30;140;484
30;146;492
30;154;502
30;162;511
30;168;518
30;173;524
30;181;534
30;183;538
30;184;538
30;192;549
30;197;558
30;199;563
30;203;570
30;206;579
30;209;584
30;210;589
30;212;596
30;213;601
30;214;603
30;217;615
29;218;619
29;218;623
29;220;631
29;221;635
29;221;641
29;223;653
29;223;655
29;224;662
29;224;671
29;224;791
29;224;795
29;224;798
31;224;807
31;224;808
32;224;815
33;224;816
35;223;825
37;223;833
38;223;839
41;223;848
42;222;854
43;222;854
45;222;860
49;222;869
52;222;877
53;222;879
58;222;890
61;222;896
67;222;905
72;221;914
75;221;920
80;220;928
86;219;938
90;219;944
97;218;955
99;218;955
102;218;960
111;217;969
120;216;979
125;216;986
132;215;994
142;213;1004
148;213;1011
155;212;1018
162;211;1027
167;210;1033
173;209;1042
178;208;1049
184;208;1060
188;207;1069
192;207;1078
193;207;1084
195;206;1093
195;206;1107
195;206;1216
195;206;1218
194;206;1224
193;206;1229
191;206;1249
