1;241;0
5;240;56
5;239;57
6;239;59
6;239;61
6;239;61
7;239;63
7;239;63
8;239;64
9;239;65
9;238;66
10;238;67
10;238;68
11;238;69
11;238;70
11;237;71
12;237;72
13;237;74
15;236;78
17;235;80
18;235;81
19;235;82
19;235;86
21;234;86
21;234;86
25;232;91
26;232;92
26;232;93
27;232;96
30;230;96
30;230;98
31;229;98
34;229;101
35;228;104
36;227;105
37;227;107
42;225;112
43;224;114
44;223;114
45;223;117
46;222;117
46;222;122
50;220;122
51;219;124
52;218;124
54;217;127
54;217;130
55;216;130
57;215;132
58;214;138
61;211;138
61;210;141
62;210;141
64;207;146
65;206;150
66;204;151
68;202;155
69;200;157
69;199;159
71;195;165
71;195;167
72;193;167
73;188;173
74;187;176
74;185;176
74;185;178
76;176;184
76;175;186
77;173;189
77;172;189
78;164;195
80;157;200
80;155;202
80;154;205
81;151;205
81;144;211
82;138;215
82;135;216
82;129;220
82;123;225
82;115;230
82;112;233
82;106;238
82;101;241
82;98;244
82;88;251
82;82;256
81;71;264
81;70;265
80;64;270
79;60;275
78;54;279
78;47;286
77;45;288
76;39;294
76;35;300
74;25;311
74;24;312
72;21;319
72;20;319
70;13;330
68;8;341
67;8;341
65;4;352
63;2;358
62;1;367
61;1;372
61;0;375
60;0;378
59;0;386
59;0;388
58;0;393
56;0;401
55;0;408
53;0;412
51;1;418
51;1;423
49;1;423
46;3;431
43;4;438
43;4;438
41;5;443
40;5;445
34;8;454
31;9;460
26;12;467
25;12;470
19;17;479
16;19;484
13;22;490
11;23;494
9;26;499
7;29;509
5;32;509
4;35;514
4;37;516
2;43;524
1;49;533
0;56;541
0;63;551
0;64;551
0;67;555
2;76;565
2;77;565
2;80;570
4;86;576
7;93;582
8;96;586
13;108;597
18;116;604
22;123;610
27;130;617
30;135;622
37;145;630
43;153;638
48;160;644
53;167;652
60;175;660
68;184;674
71;186;674
74;189;678
79;194;685
93;203;703
97;205;709
103;208;722
106;208;733
106;208;740
106;209;787
106;209;794
106;209;800
106;209;805
106;210;812
106;210;815
106;210;825
106;210;832
106;210;838
