0;231;0
0;231;31
0;231;47
1;230;58
2;230;64
3;230;75
3;230;80
5;229;89
6;229;91
8;228;105
11;226;114
14;224;117
18;222;125
23;219;133
29;215;141
35;211;150
41;208;154
46;205;162
54;200;171
63;195;179
69;191;183
74;189;191
81;185;200
86;181;208
91;178;217
95;175;225
97;173;230
100;171;237
102;169;247
107;165;264
110;161;275
113;158;280
115;155;292
118;151;300
119;149;305
121;147;313
123;143;321
125;139;330
127;137;338
128;135;341
128;133;350
128;130;358
129;126;366
130;123;375
130;121;379
131;118;389
132;114;396
133;111;404
134;106;422
134;100;433
135;97;437
135;93;450
136;89;454
136;86;462
136;83;466
136;79;479
136;76;487
136;73;492
136;70;499
135;67;508
135;63;517
134;59;525
133;56;529
133;54;539
132;51;547
131;49;554
130;46;564
130;45;566
129;43;574
127;41;583
125;39;592
123;37;600
122;34;614
120;31;616
117;27;630
114;24;633
110;18;647
105;14;658
103;11;667
99;8;675
97;6;680
94;5;688
91;3;696
90;1;706
89;0;713
88;0;716
88;0;724
88;0;733
87;0;849
87;1;856
85;3;865
84;5;867
83;7;875
81;10;883
79;13;892
78;15;897
76;17;905
75;21;913
74;25;922
73;28;925
72;31;933
71;35;942
70;39;950
69;44;958
68;47;964
67;50;980
66;55;983
65;59;997
64;63;1000
63;67;1008
62;71;1013
61;74;1025
61;78;1030
60;82;1041
60;85;1045
59;89;1055
59;94;1062
58;100;1070
58;104;1074
58;110;1090
58;116;1091
59;121;1100
59;127;1108
59;133;1117
60;138;1125
60;142;1129
60;146;1137
61;150;1146
62;155;1155
63;159;1163
65;162;1166
67;165;1175
70;170;1183
73;175;1200
76;179;1205
78;183;1213
81;186;1216
83;189;1230
85;191;1238
87;193;1247
89;194;1249
91;196;1258
94;198;1266
98;200;1274
100;202;1279
103;203;1287
106;205;1295
110;208;1305
113;210;1308
116;211;1316
120;214;1325
124;216;1333
129;218;1341
133;219;1349
136;220;1354
139;221;1363
142;222;1370
148;223;1388
153;225;1400
157;225;1405
160;226;1416
163;227;1421
168;227;1431
174;228;1437
182;228;1445
188;228;1449
195;228;1458
205;228;1466
214;228;1475
223;228;1483
232;228;1491
238;228;1496
243;228;1506
250;228;1514
255;228;1522
258;228;1524
260;228;1532
262;227;1542
263;227;1549
264;226;1558
265;226;1572
266;225;1575
267;225;1589
267;225;1591
268;224;1599
268;224;1608
268;224;1616
268;224;1625
269;224;1641
