87;1;0
83;0;46
83;0;50
82;0;51
82;0;54
82;0;56
81;0;57
81;0;59
80;0;62
80;0;64
79;0;65
79;0;67
79;0;69
78;0;71
78;0;73
77;0;74
77;0;76
77;0;78
76;0;79
76;0;81
75;0;84
75;0;84
74;0;86
74;0;87
73;0;91
73;0;92
72;0;93
72;0;95
72;0;96
71;0;98
71;0;99
70;0;101
70;0;102
69;0;106
69;0;106
68;0;108
68;0;109
67;0;110
67;0;113
67;0;115
64;1;121
64;2;123
63;2;124
62;2;125
62;2;129
61;2;131
61;3;135
59;3;135
57;4;138
57;5;139
54;6;146
54;6;148
53;6;148
53;7;153
51;8;153
51;8;157
49;9;157
49;9;159
48;9;159
48;10;161
47;10;161
47;10;165
46;11;165
45;11;165
43;13;171
43;13;171
41;15;175
39;16;181
37;17;185
36;18;187
36;19;189
35;20;193
33;23;198
33;23;200
32;24;200
31;26;206
31;26;206
31;27;208
30;28;212
30;30;215
29;31;219
29;33;223
29;35;227
29;35;229
29;35;229
28;38;235
28;39;237
28;40;241
28;42;245
28;43;249
28;45;255
28;46;257
28;47;259
29;50;267
29;52;277
30;54;277
30;55;278
31;56;281
31;58;287
31;59;288
33;62;295
33;62;296
34;65;301
36;67;307
38;70;313
39;73;317
40;75;322
42;80;330
44;82;335
45;84;339
46;88;345
48;91;351
49;95;359
50;98;365
50;99;367
51;102;374
51;103;376
52;106;382
52;108;387
52;108;387
53;111;394
53;112;396
54;116;408
54;117;410
54;117;412
54;120;420
54;122;426
54;125;433
53;127;439
53;127;439
53;128;447
52;129;448
52;130;452
51;132;462
51;133;462
51;133;464
49;135;473
49;136;479
48;137;483
46;138;492
46;138;494
45;140;502
44;140;506
42;141;514
41;142;520
39;144;528
38;145;535
37;145;538
36;146;545
35;146;551
33;147;557
31;148;566
29;148;573
27;148;581
26;148;587
23;148;597
21;148;603
19;148;608
17;148;614
14;147;623
11;146;630
8;145;638
5;145;646
4;144;651
3;143;657
1;142;668
0;141;676
0;140;686
0;140;696
0;139;705
0;139;759
0;139;763
1;139;768
1;139;769
4;139;780
6;140;790
9;140;797
11;141;803
14;142;809
21;143;829
24;144;829
29;146;842
33;147;849
34;148;855
40;150;869
42;152;877
45;154;893
46;157;904
48;159;915
49;163;933
50;165;949
51;167;949
51;169;959
52;172;968
54;177;987
55;182;1001
55;183;1004
56;189;1019
57;194;1033
58;197;1042
59;199;1050
59;199;1050
60;203;1062
61;207;1073
62;210;1083
63;213;1094
65;218;1110
67;222;1123
68;225;1130
70;229;1140
71;229;1140
72;231;1147
74;236;1159
75;237;1163
79;241;1177
81;242;1185
84;244;1194
87;246;1205
92;247;1217
95;248;1225
99;248;1238
101;247;1244
104;247;1253
107;246;1264
108;246;1270
109;245;1276
110;245;1288
110;244;1304
110;244;1314
