dureté;% solvables;noeuds_moyens
0.3391003460207612;100.0;2291.3
0.34256055363321797;100.0;5479.7
0.3460207612456747;100.0;6475.4
0.3494809688581315;90.0;11653.2
0.35294117647058826;50.0;32766.3
0.356401384083045;20.0;36915.2
0.35986159169550175;20.0;31012.2
0.3633217993079585;20.0;24860.9
0.36678200692041524;0.0;16869.0
0.370242214532872;0.0;14834.8
