0;54;0
0;54;121
0;55;125
1;56;129
2;59;142
3;63;145
4;67;155
5;72;169
8;79;179
9;85;188
12;94;190
15;102;204
16;107;207
18;113;222
19;116;224
20;120;233
21;124;241
22;129;249
23;132;258
24;135;261
26;138;271
27;142;280
28;146;287
29;150;296
30;153;299
31;156;307
32;160;315
33;164;324
35;167;333
35;169;338
36;171;345
37;174;353
38;178;371
39;181;382
39;183;388
40;185;399
40;186;404
40;187;413
40;188;421
41;189;429
41;190;438
41;190;446
41;191;449
41;191;643
41;191;657
41;191;693
42;190;700
43;188;708
44;186;713
46;183;722
48;180;730
50;177;741
52;174;746
55;170;758
57;166;763
60;161;775
63;157;788
65;154;796
67;151;804
69;148;807
71;145;816
73;141;824
76;137;832
78;133;841
80;130;845
82;128;853
84;125;863
85;121;870
87;118;878
88;115;882
90;113;890
91;110;900
93;107;908
95;104;916
97;101;931
99;98;932
102;94;947
105;90;949
109;83;964
113;77;974
115;74;984
118;70;991
120;67;995
122;64;1005
125;59;1013
128;54;1020
131;50;1030
134;47;1032
136;44;1041
138;40;1049
141;35;1057
144;32;1066
146;29;1072
147;27;1078
149;24;1088
151;21;1095
153;19;1105
154;17;1116
156;16;1122
158;14;1133
159;13;1138
161;11;1149
163;9;1163
165;8;1171
166;7;1180
167;6;1182
168;6;1191
168;5;1199
170;4;1207
170;3;1215
171;2;1220
172;2;1230
172;1;1238
173;1;1245
173;1;1256
173;1;1257
173;1;1266
174;0;1274
174;0;1283
174;0;1305
174;0;1308
174;0;1329
