11;30;0
15;27;24
15;27;25
15;27;26
15;27;28
15;26;29
16;26;30
16;26;33
17;26;34
17;26;36
17;26;37
18;25;41
18;25;42
18;25;43
19;25;45
19;24;45
21;24;51
21;23;52
22;23;54
22;23;54
23;23;58
23;22;60
25;22;64
27;21;69
27;21;70
28;21;71
31;19;80
32;18;83
33;18;83
33;18;86
34;18;86
35;17;89
36;17;90
40;15;100
41;15;105
43;14;105
43;14;106
48;12;116
50;12;119
55;10;128
56;10;130
60;8;137
60;8;138
65;7;148
71;5;157
71;5;158
78;3;168
86;2;182
87;2;183
91;1;188
96;1;195
97;1;195
97;1;197
98;1;199
99;1;206
104;0;206
107;0;211
108;0;217
113;0;217
114;0;219
116;0;221
121;0;226
128;1;234
130;1;236
132;1;240
135;1;240
141;2;246
142;2;248
146;2;250
151;3;256
161;4;264
162;5;264
167;6;270
169;6;272
175;7;278
182;9;285
184;10;290
185;10;290
187;11;292
192;13;298
196;15;304
199;17;308
201;18;311
203;19;315
207;22;321
210;25;327
211;26;329
216;31;337
217;32;340
218;33;340
221;37;347
222;38;349
226;43;357
228;48;363
229;49;365
231;53;371
233;58;377
235;62;382
236;65;386
238;69;392
239;76;400
240;77;402
240;82;408
241;88;414
243;95;424
243;95;424
243;102;434
243;103;435
243;109;445
243;116;454
242;119;460
242;120;461
241;125;469
240;129;476
239;133;483
238;136;489
237;139;495
236;144;503
235;145;505
234;149;512
233;151;519
232;156;528
230;159;535
229;162;544
228;164;550
225;168;560
225;169;568
224;171;568
223;172;574
220;175;584
218;177;589
215;179;597
212;181;607
210;182;613
209;184;618
207;185;624
204;187;632
202;188;639
200;189;645
196;191;657
196;191;659
193;192;668
190;193;675
188;194;682
182;195;693
176;195;705
167;195;718
165;195;720
157;195;730
148;195;740
145;195;745
138;195;754
137;195;754
131;195;764
130;195;764
126;194;772
121;194;780
116;193;788
111;192;796
107;191;803
104;190;810
97;188;821
94;188;825
89;186;833
82;183;844
75;181;854
69;179;861
65;177;868
59;175;877
53;171;885
48;169;892
41;164;904
38;161;911
35;158;918
31;153;930
28;149;942
25;145;948
21;137;961
21;136;961
18;132;969
16;128;976
13;122;985
11;117;993
9;111;1003
7;105;1011
5;101;1019
3;93;1032
3;91;1036
2;86;1046
1;81;1056
1;77;1062
0;73;1072
0;70;1078
0;65;1090
0;61;1100
0;58;1107
1;55;1115
2;50;1128
3;46;1137
5;43;1144
7;38;1157
8;36;1164
9;35;1167
11;31;1181
13;29;1188
15;26;1200
17;24;1210
19;22;1218
19;22;1218
22;20;1229
25;18;1239
27;17;1245
30;15;1256
33;13;1266
37;11;1279
39;11;1286
43;8;1300
43;8;1300
45;8;1306
47;6;1316
48;5;1329
49;5;1334
49;4;1346
49;4;1356
