48;0;0
50;4;80
51;4;81
51;4;82
51;5;84
51;5;85
51;6;86
52;6;87
52;6;88
53;6;89
53;7;90
53;7;91
53;7;92
53;8;93
54;8;95
54;8;97
55;9;97
56;10;100
56;11;104
57;12;104
58;13;104
59;14;107
61;16;113
61;17;115
63;18;115
63;18;116
63;19;118
63;19;118
66;22;123
67;23;125
67;23;125
68;24;126
69;26;131
71;27;131
72;29;135
74;32;139
77;34;142
77;35;145
78;35;145
82;40;151
83;42;152
86;44;156
87;45;160
88;47;160
89;49;162
93;52;168
94;54;168
96;57;174
98;59;176
99;60;179
100;60;179
100;61;181
102;63;181
106;68;189
108;70;192
110;72;196
112;74;198
116;78;204
119;82;209
123;85;215
125;87;218
125;87;218
127;88;221
130;92;226
132;93;229
134;94;232
135;95;236
137;97;236
140;99;242
141;100;243
145;103;251
145;104;253
145;104;253
148;106;256
150;108;261
150;108;266
152;109;266
153;110;269
154;112;273
156;114;278
158;116;282
159;117;285
162;120;293
162;120;295
164;122;301
165;124;306
167;125;311
168;127;316
168;127;317
169;128;322
170;129;328
172;131;337
173;131;339
173;132;345
175;133;350
175;134;352
175;134;357
176;135;360
177;135;365
177;135;365
178;136;370
178;137;379
179;137;380
179;138;384
180;138;391
180;139;397
180;139;402
181;140;407
182;141;416
182;141;417
182;141;423
183;142;431
184;142;437
184;143;439
185;143;445
185;143;450
186;144;456
186;144;461
186;145;466
186;145;472
186;145;481
186;145;519
187;145;521
187;145;706
186;145;707
186;145;709
184;145;719
183;145;723
182;145;723
178;145;732
174;145;739
169;145;746
161;145;754
156;145;763
154;145;763
150;146;767
138;146;777
135;146;780
121;146;791
113;145;797
103;145;803
96;145;809
86;145;817
73;145;828
71;144;830
51;144;849
44;144;855
40;144;861
34;144;868
29;144;877
27;144;882
24;144;889
22;144;895
21;144;898
18;144;912
17;145;917
16;145;919
14;145;931
13;145;937
9;145;948
9;145;951
6;145;962
4;145;969
3;145;975
1;145;981
0;145;988
0;145;995
0;144;999
0;144;1123
0;144;1128
0;144;1132
0;144;1136
1;143;1146
2;142;1146
3;141;1155
6;139;1169
8;138;1177
10;136;1183
12;135;1189
15;133;1199
18;131;1207
22;128;1217
30;123;1229
34;120;1236
39;117;1243
48;111;1253
58;104;1264
64;99;1271
72;94;1277
84;86;1289
91;81;1295
105;72;1306
112;67;1318
116;65;1318
121;61;1322
127;56;1329
141;45;1345
147;41;1353
155;35;1366
160;31;1378
164;27;1391
165;25;1397
169;19;1420
171;17;1430
172;16;1438
172;15;1444
172;15;1452
173;15;1460
173;14;1471
174;13;1479
175;13;1489
176;11;1498
177;10;1509
179;8;1519
181;6;1532
181;6;1538
182;5;1552
182;5;1565
183;5;1573
