12;50;0
12;50;111
13;51;127
15;54;132
17;56;141
19;60;149
22;64;156
25;69;164
27;72;167
30;77;176
35;83;184
38;88;188
41;94;201
44;99;205
46;103;214
49;108;222
53;113;230
56;119;239
58;123;242
62;129;251
66;135;259
72;144;276
77;153;288
80;158;292
84;164;305
87;170;309
90;174;317
92;178;326
95;183;334
99;189;342
101;194;347
103;197;355
105;202;365
108;206;372
109;209;380
110;211;389
111;212;392
111;212;401
111;212;410
111;212;650
109;212;652
107;212;666
102;212;668
96;212;682
90;212;684
83;212;694
78;212;701
72;212;710
66;212;718
62;212;726
60;212;730
58;212;739
57;212;747
57;212;757
56;212;759
56;212;768
56;212;775
55;212;785
53;212;792
50;212;800
47;212;805
43;212;815
38;212;823
32;212;841
26;212;842
22;212;851
17;212;855
11;212;868
7;212;882
5;212;890
3;212;897
2;212;905
1;212;913
0;212;921
0;212;935
0;212;1063
0;211;1077
1;211;1086
1;211;1093
2;210;1101
4;208;1106
5;206;1115
8;203;1123
11;200;1132
14;197;1140
16;194;1142
19;190;1151
22;186;1159
25;182;1168
29;178;1176
31;174;1181
35;170;1189
39;165;1198
45;157;1215
52;149;1226
57;144;1231
62;138;1243
67;134;1247
71;130;1256
75;126;1263
81;120;1273
86;115;1280
91;111;1288
95;107;1292
98;104;1301
102;99;1309
107;93;1318
111;88;1326
114;84;1331
117;80;1338
120;75;1348
124;68;1355
128;62;1363
131;58;1367
134;52;1376
139;46;1385
145;37;1401
150;29;1415
154;24;1417
157;19;1431
160;14;1434
163;10;1448
165;8;1451
167;5;1459
169;3;1468
170;2;1471
171;1;1485
171;1;1488
171;1;1507
172;0;1535
