0;44;0
0;45;1
1;46;13
1;47;21
1;51;29
1;56;38
1;63;47
1;71;55
1;82;63
1;94;72
1;104;80
1;112;82
1;118;91
1;123;99
1;130;108
1;134;116
1;137;125
1;140;133
1;141;141
1;143;150
1;143;158
2;143;192
4;143;200
9;143;208
19;143;216
34;143;225
50;143;233
71;143;241
96;143;250
113;143;255
135;143;264
166;143;273
186;143;281
198;143;289
207;142;297
216;142;306
226;141;314
232;140;322
237;139;330
241;137;338
243;134;346
243;130;354
242;123;363
236;110;371
226;92;379
216;72;388
208;56;398
202;48;404
198;40;407
192;30;416
185;20;424
179;12;432
174;7;441
170;3;449
166;1;458
162;1;466
157;0;474
153;0;483
147;3;491
139;7;499
131;12;508
122;18;516
111;23;524
101;29;533
90;35;541
78;40;549
66;46;558
58;49;566
51;51;574
44;53;580
40;54;588
36;55;597
31;56;605
28;56;613
25;57;622
24;57;630
23;57;639
